id,lease_id,billing_month,due_date,base_rent,water_amount,interest,total_due,status,rent_paid,water_paid,rent_paid_at,water_paid_at,paid_at,payment_reference,water_computed_from_system,source_water_reading_id
3035,183,2024-10-01,2024-10-10,17289.00,1999.80,0.00,19288.80,PAID,17289.00,1999.80,,,2024-10-10 00:00:00+00:00,REF-20241010-3035,True,2567
2567,170,2024-10-01,2024-10-10,21005.00,1797.75,0.00,22802.75,PAID,21005.00,1797.75,,,2024-10-16 00:00:00+00:00,REF-20241016-2567,True,2099
2135,158,2024-10-01,2024-10-15,18790.00,2537.55,0.00,21327.55,PAID,18790.00,2537.55,,,2024-10-15 00:00:00+00:00,REF-20241015-2135,True,1667
2243,161,2024-10-01,2024-10-10,8100.00,1936.80,0.00,10036.80,PAID,8100.00,1936.80,,,2024-11-05 00:00:00+00:00,REF-20241105-2243,True,1775
2675,173,2024-10-01,2024-10-05,24361.00,2862.90,0.00,27223.90,PAID,24361.00,2862.90,,,2024-10-05 00:00:00+00:00,REF-20241005-2675,True,2207
1667,145,2024-10-01,2024-10-10,24585.00,2209.05,0.00,26794.05,PAID,24585.00,2209.05,,,2024-10-10 00:00:00+00:00,REF-20241010-1667,True,1199
2423,166,2024-10-01,2024-10-10,15261.00,2570.40,0.00,17831.40,PAID,15261.00,2570.40,,,2024-10-16 00:00:00+00:00,REF-20241016-2423,True,1955
2027,155,2024-10-01,2024-10-15,20483.00,1746.45,0.00,22229.45,PAID,20483.00,1746.45,,,2024-10-15 00:00:00+00:00,REF-20241015-2027,True,1559
2531,169,2024-10-01,2024-10-15,12907.00,2467.80,0.00,15374.80,PAID,12907.00,2467.80,,,2024-10-15 00:00:00+00:00,REF-20241015-2531,True,2063
2963,181,2024-10-01,2024-10-10,10986.00,2857.50,0.00,13843.50,PAID,10986.00,2857.50,,,2024-11-06 00:00:00+00:00,REF-20241106-2963,True,2495
2711,174,2024-10-01,2024-10-10,15982.00,2333.25,0.00,18315.25,PAID,15982.00,2333.25,,,2024-10-14 00:00:00+00:00,REF-20241014-2711,True,2243
2927,180,2024-10-01,2024-10-15,18152.00,1440.90,0.00,19592.90,PAID,18152.00,1440.90,,,2024-10-15 00:00:00+00:00,REF-20241015-2927,True,2459
2459,167,2024-10-01,2024-10-15,20093.00,2098.35,0.00,22191.35,PAID,20093.00,2098.35,,,2024-10-15 00:00:00+00:00,REF-20241015-2459,True,1991
2999,182,2024-10-01,2024-10-15,15393.00,2820.15,0.00,18213.15,PAID,15393.00,2820.15,,,2024-10-19 00:00:00+00:00,REF-20241019-2999,True,2531
1703,146,2024-10-01,2024-10-10,12967.00,2908.35,0.00,15875.35,PAID,12967.00,2908.35,,,2024-10-10 00:00:00+00:00,REF-20241010-1703,True,1235
1847,150,2024-10-01,2024-10-05,12073.00,2493.90,0.00,14566.90,PAID,12073.00,2493.90,,,2024-10-05 00:00:00+00:00,REF-20241005-1847,True,1379
1775,148,2024-10-01,2024-10-10,12762.00,2601.45,0.00,15363.45,PAID,12762.00,2601.45,,,2024-10-10 00:00:00+00:00,REF-20241010-1775,True,1307
2855,178,2024-10-01,2024-10-15,13339.00,2631.15,0.00,15970.15,PAID,13339.00,2631.15,,,2024-10-18 00:00:00+00:00,REF-20241018-2855,True,2387
2603,171,2024-10-01,2024-10-05,9680.00,2160.00,0.00,11840.00,PAID,9680.00,2160.00,,,2024-10-05 00:00:00+00:00,REF-20241005-2603,True,2135
1919,152,2024-10-01,2024-10-10,8991.00,1694.70,0.00,10685.70,PAID,8991.00,1694.70,,,2024-10-10 00:00:00+00:00,REF-20241010-1919,True,1451
2387,165,2024-10-01,2024-10-10,18241.00,1866.15,0.00,20107.15,PAID,18241.00,1866.15,,,2024-10-10 00:00:00+00:00,REF-20241010-2387,True,1919
2783,176,2024-10-01,2024-10-15,10789.00,2252.70,0.00,13041.70,PAID,10789.00,2252.70,,,2024-10-15 00:00:00+00:00,REF-20241015-2783,True,2315
2495,168,2024-10-01,2024-10-10,8811.00,2043.90,0.00,10854.90,PAID,8811.00,2043.90,,,2024-10-10 00:00:00+00:00,REF-20241010-2495,True,2027
1811,149,2024-10-01,2024-10-10,12918.00,2708.55,0.00,15626.55,PAID,12918.00,2708.55,,,2024-10-10 00:00:00+00:00,REF-20241010-1811,True,1343
2099,157,2024-10-01,2024-10-10,16615.00,1710.90,0.00,18325.90,PAID,16615.00,1710.90,,,2024-10-10 00:00:00+00:00,REF-20241010-2099,True,1631
2063,156,2024-10-01,2024-10-15,16423.00,1716.30,0.00,18139.30,PAID,16423.00,1716.30,,,2024-10-15 00:00:00+00:00,REF-20241015-2063,True,1595
2566,170,2024-09-01,2024-09-10,21005.00,1951.20,0.00,22956.20,PAID,21005.00,1951.20,,,2024-09-10 00:00:00+00:00,REF-20240910-2566,True,2098
2350,164,2024-09-01,2024-09-10,9196.00,2623.05,0.00,11819.05,PAID,9196.00,2623.05,,,2024-09-10 00:00:00+00:00,REF-20240910-2350,True,1882
1738,147,2024-09-01,2024-09-15,13413.00,1766.25,0.00,15179.25,PAID,13413.00,1766.25,,,2024-09-15 00:00:00+00:00,REF-20240915-1738,True,1270
2962,181,2024-09-01,2024-09-10,10986.00,2220.75,0.00,13206.75,PAID,10986.00,2220.75,,,2024-09-10 00:00:00+00:00,REF-20240910-2962,True,2494
1954,153,2024-09-01,2024-09-05,8589.00,1760.40,0.00,10349.40,PAID,8589.00,1760.40,,,2024-09-10 00:00:00+00:00,REF-20240910-1954,True,1486
2062,156,2024-09-01,2024-09-15,16423.00,2514.60,0.00,18937.60,PAID,16423.00,2514.60,,,2024-09-15 00:00:00+00:00,REF-20240915-2062,True,1594
1666,145,2024-09-01,2024-09-10,24585.00,3046.95,0.00,27631.95,PAID,24585.00,3046.95,,,2024-09-10 00:00:00+00:00,REF-20240910-1666,True,1198
2170,159,2024-09-01,2024-09-05,22110.00,2079.45,0.00,24189.45,PAID,22110.00,2079.45,,,2024-09-05 00:00:00+00:00,REF-20240905-2170,True,1702
2098,157,2024-09-01,2024-09-10,16615.00,2122.65,0.00,18737.65,PAID,16615.00,2122.65,,,2024-09-10 00:00:00+00:00,REF-20240910-2098,True,1630
2494,168,2024-09-01,2024-09-10,8811.00,2301.30,0.00,11112.30,PAID,8811.00,2301.30,,,2024-09-10 00:00:00+00:00,REF-20240910-2494,True,2026
2854,178,2024-09-01,2024-09-15,13339.00,1350.00,0.00,14689.00,PAID,13339.00,1350.00,,,2024-09-15 00:00:00+00:00,REF-20240915-2854,True,2386
1774,148,2024-09-01,2024-09-10,12762.00,2701.35,0.00,15463.35,PAID,12762.00,2701.35,,,2024-09-12 00:00:00+00:00,REF-20240912-1774,True,1306
1846,150,2024-09-01,2024-09-05,12073.00,2492.55,0.00,14565.55,PAID,12073.00,2492.55,,,2024-09-05 00:00:00+00:00,REF-20240905-1846,True,1378
2422,166,2024-09-01,2024-09-10,15261.00,2158.65,0.00,17419.65,PAID,15261.00,2158.65,,,2024-09-10 00:00:00+00:00,REF-20240910-2422,True,1954
2242,161,2024-09-01,2024-09-10,8100.00,2693.70,0.00,10793.70,PAID,8100.00,2693.70,,,2024-09-10 00:00:00+00:00,REF-20240910-2242,True,1774
2026,155,2024-09-01,2024-09-15,20483.00,1910.70,0.00,22393.70,PAID,20483.00,1910.70,,,2024-09-15 00:00:00+00:00,REF-20240915-2026,True,1558
2530,169,2024-09-01,2024-09-15,12907.00,2704.50,0.00,15611.50,PAID,12907.00,2704.50,,,2024-09-15 00:00:00+00:00,REF-20240915-2530,True,2062
2314,163,2024-09-01,2024-09-15,15487.00,2811.60,0.00,18298.60,PAID,15487.00,2811.60,,,2024-09-15 00:00:00+00:00,REF-20240915-2314,True,1846
2890,179,2024-09-01,2024-09-10,12137.00,2499.30,0.00,14636.30,PAID,12137.00,2499.30,,,2024-09-10 00:00:00+00:00,REF-20240910-2890,True,2422
2674,173,2024-09-01,2024-09-05,24361.00,2185.20,0.00,26546.20,PAID,24361.00,2185.20,,,2024-09-05 00:00:00+00:00,REF-20240905-2674,True,2206
2782,176,2024-09-01,2024-09-15,10789.00,2723.85,0.00,13512.85,PAID,10789.00,2723.85,,,2024-09-15 00:00:00+00:00,REF-20240915-2782,True,2314
1810,149,2024-09-01,2024-09-10,12918.00,1791.45,0.00,14709.45,PAID,12918.00,1791.45,,,2024-09-17 00:00:00+00:00,REF-20240917-1810,True,1342
2710,174,2024-09-01,2024-09-10,15982.00,2047.50,0.00,18029.50,PAID,15982.00,2047.50,,,2024-09-10 00:00:00+00:00,REF-20240910-2710,True,2242
1702,146,2024-09-01,2024-09-10,12967.00,1967.40,0.00,14934.40,PAID,12967.00,1967.40,,,2024-09-10 00:00:00+00:00,REF-20240910-1702,True,1234
2998,182,2024-09-01,2024-09-15,15393.00,2528.55,0.00,17921.55,PAID,15393.00,2528.55,,,2024-09-18 00:00:00+00:00,REF-20240918-2998,True,2530
2602,171,2024-09-01,2024-09-05,9680.00,2342.70,0.00,12022.70,PAID,9680.00,2342.70,,,2024-09-05 00:00:00+00:00,REF-20240905-2602,True,2134
2926,180,2024-09-01,2024-09-15,18152.00,1725.30,0.00,19877.30,PAID,18152.00,1725.30,,,2024-09-15 00:00:00+00:00,REF-20240915-2926,True,2458
1918,152,2024-09-01,2024-09-10,8991.00,1506.60,0.00,10497.60,PAID,8991.00,1506.60,,,2024-09-21 00:00:00+00:00,REF-20240921-1918,True,1450
3034,183,2024-09-01,2024-09-10,17289.00,1950.75,0.00,19239.75,PAID,17289.00,1950.75,,,2024-09-10 00:00:00+00:00,REF-20240910-3034,True,2566
1882,151,2024-09-01,2024-09-10,22061.00,2389.50,0.00,24450.50,PAID,22061.00,2389.50,,,2024-09-10 00:00:00+00:00,REF-20240910-1882,True,1414
2134,158,2024-09-01,2024-09-15,18790.00,2880.00,0.00,21670.00,PAID,18790.00,2880.00,,,2024-09-15 00:00:00+00:00,REF-20240915-2134,True,1666
2386,165,2024-09-01,2024-09-10,18241.00,1620.90,0.00,19861.90,PAID,18241.00,1620.90,,,2024-09-10 00:00:00+00:00,REF-20240910-2386,True,1918
2746,175,2024-09-01,2024-09-15,11675.00,3049.20,0.00,14724.20,PAID,11675.00,3049.20,,,2024-09-15 00:00:00+00:00,REF-20240915-2746,True,2278
2818,177,2024-09-01,2024-09-05,8325.00,3060.00,0.00,11385.00,PAID,8325.00,3060.00,,,2024-09-19 00:00:00+00:00,REF-20240919-2818,True,2350
1990,154,2024-09-01,2024-09-10,15421.00,1517.85,0.00,16938.85,PAID,15421.00,1517.85,,,2024-09-10 00:00:00+00:00,REF-20240910-1990,True,1522
2458,167,2024-09-01,2024-09-15,20093.00,2960.10,0.00,23053.10,PAID,20093.00,2960.10,,,2024-09-15 00:00:00+00:00,REF-20240915-2458,True,1990
2638,172,2024-09-01,2024-09-15,14372.00,1696.05,0.00,16068.05,PAID,14372.00,1696.05,,,2024-09-15 00:00:00+00:00,REF-20240915-2638,True,2170
2278,162,2024-09-01,2024-09-05,19048.00,3514.05,0.00,22562.05,PAID,19048.00,3514.05,,,2024-09-05 00:00:00+00:00,REF-20240905-2278,True,1810
2206,160,2024-09-01,2024-09-05,13039.00,2363.40,0.00,15402.40,PAID,13039.00,2363.40,,,2024-09-07 00:00:00+00:00,REF-20240907-2206,True,1738
2925,180,2024-08-01,2024-08-15,18152.00,1404.45,0.00,19556.45,PAID,18152.00,1404.45,,,2024-08-15 00:00:00+00:00,REF-20240815-2925,True,2457
2025,155,2024-08-01,2024-08-15,20483.00,2686.05,0.00,23169.05,PAID,20483.00,2686.05,,,2024-08-15 00:00:00+00:00,REF-20240815-2025,True,1557
2205,160,2024-08-01,2024-08-05,13039.00,1350.00,0.00,14389.00,PAID,13039.00,1350.00,,,2024-08-05 00:00:00+00:00,REF-20240805-2205,True,1737
1809,149,2024-08-01,2024-08-10,12918.00,1991.70,0.00,14909.70,PAID,12918.00,1991.70,,,2024-09-04 00:00:00+00:00,REF-20240904-1809,True,1341
2709,174,2024-08-01,2024-08-10,15982.00,1523.25,0.00,17505.25,PAID,15982.00,1523.25,,,2024-08-10 00:00:00+00:00,REF-20240810-2709,True,2241
2745,175,2024-08-01,2024-08-15,11675.00,2162.70,0.00,13837.70,PAID,11675.00,2162.70,,,2024-08-19 00:00:00+00:00,REF-20240819-2745,True,2277
3033,183,2024-08-01,2024-08-10,17289.00,2349.90,0.00,19638.90,PAID,17289.00,2349.90,,,2024-08-10 00:00:00+00:00,REF-20240810-3033,True,2565
2637,172,2024-08-01,2024-08-15,14372.00,2247.30,0.00,16619.30,PAID,14372.00,2247.30,,,2024-09-16 00:00:00+00:00,REF-20240916-2637,True,2169
2097,157,2024-08-01,2024-08-10,16615.00,3210.75,0.00,19825.75,PAID,16615.00,3210.75,,,2024-08-10 00:00:00+00:00,REF-20240810-2097,True,1629
2673,173,2024-08-01,2024-08-05,24361.00,1791.00,0.00,26152.00,PAID,24361.00,1791.00,,,2024-08-05 00:00:00+00:00,REF-20240805-2673,True,2205
2421,166,2024-08-01,2024-08-10,15261.00,1835.55,0.00,17096.55,PAID,15261.00,1835.55,,,2024-08-10 00:00:00+00:00,REF-20240810-2421,True,1953
2313,163,2024-08-01,2024-08-15,15487.00,2348.55,0.00,17835.55,PAID,15487.00,2348.55,,,2024-08-15 00:00:00+00:00,REF-20240815-2313,True,1845
2781,176,2024-08-01,2024-08-15,10789.00,2808.45,0.00,13597.45,PAID,10789.00,2808.45,,,2024-08-15 00:00:00+00:00,REF-20240815-2781,True,2313
2349,164,2024-08-01,2024-08-10,9196.00,1466.55,0.00,10662.55,PAID,9196.00,1466.55,,,2024-08-10 00:00:00+00:00,REF-20240810-2349,True,1881
1701,146,2024-08-01,2024-08-10,12967.00,1350.00,0.00,14317.00,PAID,12967.00,1350.00,,,2024-08-10 00:00:00+00:00,REF-20240810-1701,True,1233
2997,182,2024-08-01,2024-08-15,15393.00,2363.40,0.00,17756.40,PAID,15393.00,2363.40,,,2024-08-15 00:00:00+00:00,REF-20240815-2997,True,2529
2601,171,2024-08-01,2024-08-05,9680.00,2691.90,0.00,12371.90,PAID,9680.00,2691.90,,,2024-08-20 00:00:00+00:00,REF-20240820-2601,True,2133
1917,152,2024-08-01,2024-08-10,8991.00,1961.10,0.00,10952.10,PAID,8991.00,1961.10,,,2024-08-10 00:00:00+00:00,REF-20240810-1917,True,1449
2385,165,2024-08-01,2024-08-10,18241.00,2129.85,0.00,20370.85,PAID,18241.00,2129.85,,,2024-08-10 00:00:00+00:00,REF-20240810-2385,True,1917
2133,158,2024-08-01,2024-08-15,18790.00,2093.40,0.00,20883.40,PAID,18790.00,2093.40,,,2024-08-15 00:00:00+00:00,REF-20240815-2133,True,1665
2817,177,2024-08-01,2024-08-05,8325.00,1809.00,0.00,10134.00,PAID,8325.00,1809.00,,,2024-08-05 00:00:00+00:00,REF-20240805-2817,True,2349
2457,167,2024-08-01,2024-08-15,20093.00,3499.20,0.00,23592.20,PAID,20093.00,3499.20,,,2024-08-15 00:00:00+00:00,REF-20240815-2457,True,1989
1989,154,2024-08-01,2024-08-10,15421.00,1832.40,0.00,17253.40,PAID,15421.00,1832.40,,,2024-08-10 00:00:00+00:00,REF-20240810-1989,True,1521
2277,162,2024-08-01,2024-08-05,19048.00,3240.45,0.00,22288.45,PAID,19048.00,3240.45,,,2024-08-05 00:00:00+00:00,REF-20240805-2277,True,1809
2061,156,2024-08-01,2024-08-15,16423.00,1350.00,0.00,17773.00,PAID,16423.00,1350.00,,,2024-08-15 00:00:00+00:00,REF-20240815-2061,True,1593
1881,151,2024-08-01,2024-08-10,22061.00,2812.05,0.00,24873.05,PAID,22061.00,2812.05,,,2024-08-10 00:00:00+00:00,REF-20240810-1881,True,1413
1737,147,2024-08-01,2024-08-15,13413.00,2166.30,0.00,15579.30,PAID,13413.00,2166.30,,,2024-08-15 00:00:00+00:00,REF-20240815-1737,True,1269
2961,181,2024-08-01,2024-08-10,10986.00,1479.60,0.00,12465.60,PAID,10986.00,1479.60,,,2024-08-10 00:00:00+00:00,REF-20240810-2961,True,2493
2565,170,2024-08-01,2024-08-10,21005.00,1472.85,0.00,22477.85,PAID,21005.00,1472.85,,,2024-08-10 00:00:00+00:00,REF-20240810-2565,True,2097
2169,159,2024-08-01,2024-08-05,22110.00,1549.80,0.00,23659.80,PAID,22110.00,1549.80,,,2024-08-30 00:00:00+00:00,REF-20240830-2169,True,1701
1665,145,2024-08-01,2024-08-10,24585.00,2104.65,0.00,26689.65,PAID,24585.00,2104.65,,,2024-08-12 00:00:00+00:00,REF-20240812-1665,True,1197
2853,178,2024-08-01,2024-08-15,13339.00,2376.90,0.00,15715.90,PAID,13339.00,2376.90,,,2024-08-15 00:00:00+00:00,REF-20240815-2853,True,2385
1773,148,2024-08-01,2024-08-10,12762.00,2154.60,0.00,14916.60,PAID,12762.00,2154.60,,,2024-08-10 00:00:00+00:00,REF-20240810-1773,True,1305
1845,150,2024-08-01,2024-08-05,12073.00,2094.75,0.00,14167.75,PAID,12073.00,2094.75,,,2024-08-31 00:00:00+00:00,REF-20240831-1845,True,1377
2493,168,2024-08-01,2024-08-10,8811.00,2287.35,0.00,11098.35,PAID,8811.00,2287.35,,,2024-08-16 00:00:00+00:00,REF-20240816-2493,True,2025
2241,161,2024-08-01,2024-08-10,8100.00,3109.50,0.00,11209.50,PAID,8100.00,3109.50,,,2024-08-15 00:00:00+00:00,REF-20240815-2241,True,1773
2529,169,2024-08-01,2024-08-15,12907.00,2385.90,0.00,15292.90,PAID,12907.00,2385.90,,,2024-08-15 00:00:00+00:00,REF-20240815-2529,True,2061
2889,179,2024-08-01,2024-08-10,12137.00,2868.75,0.00,15005.75,PAID,12137.00,2868.75,,,2024-08-10 00:00:00+00:00,REF-20240810-2889,True,2421
1953,153,2024-08-01,2024-08-05,8589.00,2439.90,0.00,11028.90,PAID,8589.00,2439.90,,,2024-08-05 00:00:00+00:00,REF-20240805-1953,True,1485
2708,174,2024-07-01,2024-07-10,15982.00,3210.30,0.00,19192.30,PAID,15982.00,3210.30,,,2024-07-10 00:00:00+00:00,REF-20240710-2708,True,2240
2024,155,2024-07-01,2024-07-15,20483.00,2557.35,0.00,23040.35,PAID,20483.00,2557.35,,,2024-07-15 00:00:00+00:00,REF-20240715-2024,True,1556
3032,183,2024-07-01,2024-07-10,17289.00,2591.55,0.00,19880.55,PAID,17289.00,2591.55,,,2024-07-10 00:00:00+00:00,REF-20240710-3032,True,2564
2420,166,2024-07-01,2024-07-10,15261.00,3035.25,0.00,18296.25,PAID,15261.00,3035.25,,,2024-07-27 00:00:00+00:00,REF-20240727-2420,True,1952
1700,146,2024-07-01,2024-07-10,12967.00,1350.00,0.00,14317.00,PAID,12967.00,1350.00,,,2024-07-10 00:00:00+00:00,REF-20240710-1700,True,1232
2996,182,2024-07-01,2024-07-15,15393.00,2917.35,0.00,18310.35,PAID,15393.00,2917.35,,,2024-07-17 00:00:00+00:00,REF-20240717-2996,True,2528
2348,164,2024-07-01,2024-07-10,9196.00,2479.50,0.00,11675.50,PAID,9196.00,2479.50,,,2024-07-21 00:00:00+00:00,REF-20240721-2348,True,1880
2456,167,2024-07-01,2024-07-15,20093.00,1656.45,0.00,21749.45,PAID,20093.00,1656.45,,,2024-07-15 00:00:00+00:00,REF-20240715-2456,True,1988
1736,147,2024-07-01,2024-07-15,13413.00,1956.15,0.00,15369.15,PAID,13413.00,1956.15,,,2024-07-16 00:00:00+00:00,REF-20240716-1736,True,1268
2276,162,2024-07-01,2024-07-05,19048.00,1878.30,0.00,20926.30,PAID,19048.00,1878.30,,,2024-09-01 00:00:00+00:00,REF-20240901-2276,True,1808
2960,181,2024-07-01,2024-07-10,10986.00,2126.70,0.00,13112.70,PAID,10986.00,2126.70,,,2024-07-10 00:00:00+00:00,REF-20240710-2960,True,2492
1772,148,2024-07-01,2024-07-10,12762.00,2057.85,0.00,14819.85,PAID,12762.00,2057.85,,,2024-07-10 00:00:00+00:00,REF-20240710-1772,True,1304
2492,168,2024-07-01,2024-07-10,8811.00,1350.00,0.00,10161.00,PAID,8811.00,1350.00,,,2024-07-10 00:00:00+00:00,REF-20240710-2492,True,2024
2240,161,2024-07-01,2024-07-10,8100.00,2352.15,0.00,10452.15,PAID,8100.00,2352.15,,,2024-07-10 00:00:00+00:00,REF-20240710-2240,True,1772
2924,180,2024-07-01,2024-07-15,18152.00,2338.65,0.00,20490.65,PAID,18152.00,2338.65,,,2024-07-15 00:00:00+00:00,REF-20240715-2924,True,2456
1808,149,2024-07-01,2024-07-10,12918.00,1453.95,0.00,14371.95,PAID,12918.00,1453.95,,,2024-07-18 00:00:00+00:00,REF-20240718-1808,True,1340
2528,169,2024-07-01,2024-07-15,12907.00,2300.40,0.00,15207.40,PAID,12907.00,2300.40,,,2024-07-22 00:00:00+00:00,REF-20240722-2528,True,2060
2204,160,2024-07-01,2024-07-05,13039.00,2313.45,0.00,15352.45,PAID,13039.00,2313.45,,,2024-07-05 00:00:00+00:00,REF-20240705-2204,True,1736
2888,179,2024-07-01,2024-07-10,12137.00,1898.10,0.00,14035.10,PAID,12137.00,1898.10,,,2024-07-10 00:00:00+00:00,REF-20240710-2888,True,2420
1844,150,2024-07-01,2024-07-05,12073.00,2388.15,0.00,14461.15,PAID,12073.00,2388.15,,,2024-07-05 00:00:00+00:00,REF-20240705-1844,True,1376
2852,178,2024-07-01,2024-07-15,13339.00,3099.15,0.00,16438.15,PAID,13339.00,3099.15,,,2024-07-18 00:00:00+00:00,REF-20240718-2852,True,2384
2168,159,2024-07-01,2024-07-05,22110.00,3481.65,0.00,25591.65,PAID,22110.00,3481.65,,,2024-07-05 00:00:00+00:00,REF-20240705-2168,True,1700
1880,151,2024-07-01,2024-07-10,22061.00,1742.85,0.00,23803.85,PAID,22061.00,1742.85,,,2024-07-10 00:00:00+00:00,REF-20240710-1880,True,1412
2564,170,2024-07-01,2024-07-10,21005.00,1866.60,0.00,22871.60,PAID,21005.00,1866.60,,,2024-07-10 00:00:00+00:00,REF-20240710-2564,True,2096
2816,177,2024-07-01,2024-07-05,8325.00,2347.20,0.00,10672.20,PAID,8325.00,2347.20,,,2024-07-05 00:00:00+00:00,REF-20240705-2816,True,2348
1664,145,2024-07-01,2024-07-10,24585.00,2573.10,0.00,27158.10,PAID,24585.00,2573.10,,,2024-07-10 00:00:00+00:00,REF-20240710-1664,True,1196
2132,158,2024-07-01,2024-07-15,18790.00,1992.15,0.00,20782.15,PAID,18790.00,1992.15,,,2024-07-15 00:00:00+00:00,REF-20240715-2132,True,1664
1916,152,2024-07-01,2024-07-10,8991.00,2231.55,0.00,11222.55,PAID,8991.00,2231.55,,,2024-07-10 00:00:00+00:00,REF-20240710-1916,True,1448
2600,171,2024-07-01,2024-07-05,9680.00,2418.30,0.00,12098.30,PAID,9680.00,2418.30,,,2024-07-08 00:00:00+00:00,REF-20240708-2600,True,2132
2780,176,2024-07-01,2024-07-15,10789.00,2743.20,0.00,13532.20,PAID,10789.00,2743.20,,,2024-07-15 00:00:00+00:00,REF-20240715-2780,True,2312
2384,165,2024-07-01,2024-07-10,18241.00,2024.10,0.00,20265.10,PAID,18241.00,2024.10,,,2024-07-10 00:00:00+00:00,REF-20240710-2384,True,1916
2096,157,2024-07-01,2024-07-10,16615.00,1947.60,0.00,18562.60,PAID,16615.00,1947.60,,,2024-07-14 00:00:00+00:00,REF-20240714-2096,True,1628
1952,153,2024-07-01,2024-07-05,8589.00,2452.50,0.00,11041.50,PAID,8589.00,2452.50,,,2024-07-08 00:00:00+00:00,REF-20240708-1952,True,1484
2636,172,2024-07-01,2024-07-15,14372.00,2060.10,0.00,16432.10,PAID,14372.00,2060.10,,,2024-07-15 00:00:00+00:00,REF-20240715-2636,True,2168
2744,175,2024-07-01,2024-07-15,11675.00,1865.25,0.00,13540.25,PAID,11675.00,1865.25,,,2024-07-15 00:00:00+00:00,REF-20240715-2744,True,2276
2060,156,2024-07-01,2024-07-15,16423.00,2492.55,0.00,18915.55,PAID,16423.00,2492.55,,,2024-07-15 00:00:00+00:00,REF-20240715-2060,True,1592
1988,154,2024-07-01,2024-07-10,15421.00,2622.15,0.00,18043.15,PAID,15421.00,2622.15,,,2024-07-16 00:00:00+00:00,REF-20240716-1988,True,1520
2672,173,2024-07-01,2024-07-05,24361.00,1599.75,0.00,25960.75,PAID,24361.00,1599.75,,,2024-07-05 00:00:00+00:00,REF-20240705-2672,True,2204
2312,163,2024-07-01,2024-07-15,15487.00,2861.10,0.00,18348.10,PAID,15487.00,2861.10,,,2024-07-15 00:00:00+00:00,REF-20240715-2312,True,1844
2995,182,2024-06-01,2024-06-15,15393.00,1829.25,0.00,17222.25,PAID,15393.00,1829.25,,,2024-06-15 00:00:00+00:00,REF-20240615-2995,True,2527
1699,146,2024-06-01,2024-06-10,12967.00,2574.00,0.00,15541.00,PAID,12967.00,2574.00,,,2024-06-10 00:00:00+00:00,REF-20240610-1699,True,1231
2923,180,2024-06-01,2024-06-15,18152.00,1350.00,0.00,19502.00,PAID,18152.00,1350.00,,,2024-06-15 00:00:00+00:00,REF-20240615-2923,True,2455
1951,153,2024-06-01,2024-06-05,8589.00,2087.10,0.00,10676.10,PAID,8589.00,2087.10,,,2024-06-07 00:00:00+00:00,REF-20240607-1951,True,1483
2779,176,2024-06-01,2024-06-15,10789.00,1480.50,0.00,12269.50,PAID,10789.00,1480.50,,,2024-06-15 00:00:00+00:00,REF-20240615-2779,True,2311
2383,165,2024-06-01,2024-06-10,18241.00,3420.90,0.00,21661.90,PAID,18241.00,3420.90,,,2024-06-10 00:00:00+00:00,REF-20240610-2383,True,1915
1663,145,2024-06-01,2024-06-10,24585.00,3329.55,0.00,27914.55,PAID,24585.00,3329.55,,,2024-06-10 00:00:00+00:00,REF-20240610-1663,True,1195
2311,163,2024-06-01,2024-06-15,15487.00,1668.15,0.00,17155.15,PAID,15487.00,1668.15,,,2024-06-21 00:00:00+00:00,REF-20240621-2311,True,1843
2419,166,2024-06-01,2024-06-10,15261.00,2773.80,0.00,18034.80,PAID,15261.00,2773.80,,,2024-06-10 00:00:00+00:00,REF-20240610-2419,True,1951
2563,170,2024-06-01,2024-06-10,21005.00,1571.85,0.00,22576.85,PAID,21005.00,1571.85,,,2024-07-04 00:00:00+00:00,REF-20240704-2563,True,2095
2095,157,2024-06-01,2024-06-10,16615.00,1955.25,0.00,18570.25,PAID,16615.00,1955.25,,,2024-06-14 00:00:00+00:00,REF-20240614-2095,True,1627
2203,160,2024-06-01,2024-06-05,13039.00,2626.20,0.00,15665.20,PAID,13039.00,2626.20,,,2024-06-05 00:00:00+00:00,REF-20240605-2203,True,1735
2527,169,2024-06-01,2024-06-15,12907.00,2465.55,0.00,15372.55,PAID,12907.00,2465.55,,,2024-06-15 00:00:00+00:00,REF-20240615-2527,True,2059
2167,159,2024-06-01,2024-06-05,22110.00,1549.80,0.00,23659.80,PAID,22110.00,1549.80,,,2024-06-11 00:00:00+00:00,REF-20240611-2167,True,1699
2239,161,2024-06-01,2024-06-10,8100.00,2263.05,0.00,10363.05,PAID,8100.00,2263.05,,,2024-06-10 00:00:00+00:00,REF-20240610-2239,True,1771
2851,178,2024-06-01,2024-06-15,13339.00,2791.35,0.00,16130.35,PAID,13339.00,2791.35,,,2024-06-15 00:00:00+00:00,REF-20240615-2851,True,2383
2491,168,2024-06-01,2024-06-10,8811.00,2851.65,0.00,11662.65,PAID,8811.00,2851.65,,,2024-06-10 00:00:00+00:00,REF-20240610-2491,True,2023
1807,149,2024-06-01,2024-06-10,12918.00,2938.50,0.00,15856.50,PAID,12918.00,2938.50,,,2024-06-10 00:00:00+00:00,REF-20240610-1807,True,1339
